,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,TargetCountry,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,id,start_week
70,7947,1943-09-13,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2021,ITALY,AULETTA,NA,NA,NA,40.57,15.43,NA,29,NA,29,NA,3,NA,NA,58,500 LB GP (GP-M43/M64),NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,70,1943-09-13
71,7948,1943-09-13,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,28,NA,28,NA,NA,NA,NA,56,500 LB GP (GP-M43/M64),NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,71,1943-09-13
72,7952,1943-09-13,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,37808,ITALY,SALERNO,NA,NA,NA,40.67,14.73,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,72,1943-09-13
73,7953,1943-09-13,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,37808,ITALY,SALERNO,NA,NA,NA,40.67,14.73,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,73,1943-09-13
74,7954,1943-09-13,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2021,ITALY,AULETTA,NA,NA,NA,40.57,15.43,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,74,1943-09-13
75,7955,1943-09-13,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,6,5,5,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,166,FLARES,NA,0,NA,NA,NA,0,NA,7.5,NA,NA,699080,75,1943-09-13
76,8206,1943-09-14,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,74,NA,74,NA,NA,NA,NA,148,500 LB GP (GP-M43/M64),NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,76,1943-09-13
77,8207,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.9,14.78,NA,26,NA,26,NA,1,NA,NA,52,500 LB GP (GP-M43/M64),NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,77,1943-09-13
78,8209,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,21,NA,21,NA,1,NA,NA,42,500 LB GP (GP-M43/M64),NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,78,1943-09-13
79,8220,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,NA,NA,40.9,14.78,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,79,1943-09-13
80,8221,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,80,1943-09-13
81,8222,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,28787,ITALY,MONTELLA,NA,NA,NA,40.83,15.02,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,81,1943-09-13
82,8223,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,34721,ITALY,POTENZA,NA,NA,NA,40.63,15.8,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,82,1943-09-13
83,8224,1943-09-14,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2021,ITALY,AULETTA,NA,NA,NA,40.57,15.43,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,83,1943-09-13
84,8225,1943-09-14,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,7,6,6,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,13,NA,NA,699081,84,1943-09-13
85,8503,1943-09-15,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,58,NA,58,NA,NA,NA,NA,116,500 LB GP (GP-M43/M64),NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,85,1943-09-13
86,8504,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,45,NA,45,NA,NA,NA,NA,90,500 LB GP (GP-M43/M64),NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,86,1943-09-13
87,8509,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,34,NA,34,NA,NA,NA,NA,68,500 LB GP (GP-M43/M64),NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,87,1943-09-13
88,8511,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2021,ITALY,AULETTA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.57,15.43,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,88,1943-09-13
89,8512,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,33409,ITALY,PESCOPAGANO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.85,15.4,NA,23,NA,23,NA,NA,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,89,1943-09-13
90,8523,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,31003,ITALY,NOCERA,NA,NA,NA,40.73,14.62,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,90,1943-09-13
91,8524,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,8245,ITALY,CAVA,NA,NA,NA,45.13,9.12,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,91,1943-09-13
92,8525,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,16735,ITALY,GRAZZANISE,NA,NA,NA,41.1,14.12,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,92,1943-09-13
93,8526,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,NA,NA,40.9,14.78,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,93,1943-09-13
94,8527,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,29770,ITALY,NAPLES,NA,NA,NA,40.67,14,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,94,1943-09-13
95,8528,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,28787,ITALY,MONTELLA,NA,NA,NA,40.83,15.02,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,95,1943-09-13
96,8529,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,43511,ITALY,TORRE ANNUNZIATA,NA,NA,NA,40.77,14.43,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,96,1943-09-13
97,8530,1943-09-15,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,97,1943-09-13
98,8531,1943-09-15,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,8,7,7,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,107,FLARES,NA,0,NA,NA,NA,0,NA,6.25,NA,NA,699082,98,1943-09-13
99,8873,1943-09-15,MTO,GREAT BRITAIN,RAF,462 SQDN,HALI,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,699078,99,1943-09-13
100,8882,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,40,NA,40,NA,NA,NA,NA,80,500 LB GP (GP-M43/M64),NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,100,1943-09-13
101,8884,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,8248,ITALY,CAVA DI TIRRENI,NA,NA,NA,40.7,14.7,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,101,1943-09-13
102,8886,1943-09-16,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,23,NA,23,NA,1,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,102,1943-09-13
103,8887,1943-09-16,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,2651,ITALY,BARCELLONA,NA,NA,NA,38.13,15.22,NA,23,NA,23,NA,NA,NA,NA,46,500 LB GP (GP-M43/M64),NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,103,1943-09-13
104,8896,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,38378,ITALY,SARNO,NA,NA,NA,40.8,14.6,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,104,1943-09-13
105,8897,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.6,15.07,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,105,1943-09-13
106,8898,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,8248,ITALY,CAVA DI TIRRENI,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.7,14.7,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,106,1943-09-13
107,8899,1943-09-16,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,107,1943-09-13
108,8900,1943-09-16,MTO,GREAT BRITAIN,RAF,240 WG,LIB,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,GREECE,POTENZA,NA,NA,NA,40.63,15.8,NA,7,7,7,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,NA,107,FLARES,NA,0,NA,NA,NA,0,NA,12.5,NA,NA,699083,108,1943-09-13
109,9189,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,28,NA,28,NA,NA,NA,NA,56,500 LB GP (GP-M43/M64),NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,109,1943-09-13
110,9190,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,24,NA,24,NA,2,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,110,1943-09-13
111,9191,1943-09-17,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,111,1943-09-13
112,9192,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,38378,ITALY,SARNO,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.8,14.6,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,112,1943-09-13
113,9194,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,7007,ITALY,CALABRITTO,NA,NA,NA,40.78,15.22,NA,14,NA,14,NA,2,NA,NA,28,500 LB GP (GP-M43/M64),NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,113,1943-09-13
114,9196,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,114,1943-09-13
115,9197,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,115,1943-09-13
116,9198,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,11847,ITALY,EBOLI,NA,NA,NA,40.6,15.07,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,116,1943-09-13
117,9199,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,NA,NA,40.9,14.78,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,117,1943-09-13
118,9200,1943-09-17,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,40465,ITALY,SOLOFRA,NA,NA,NA,40.82,14.83,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,118,1943-09-13
119,9462,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,21,NA,21,NA,NA,NA,NA,42,500 LB GP (GP-M43/M64),NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,119,1943-09-13
120,9463,1943-09-18,MTO,USA,12 AF,86 FBG,A36,NA,NA,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,9630,ITALY,COSENZA,NA,NA,NA,39.27,16.25,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,120,1943-09-13
121,9465,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,38378,ITALY,SARNO,NA,NA,NA,40.8,14.6,NA,19,NA,19,NA,1,NA,NA,38,500 LB GP (GP-M43/M64),NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,121,1943-09-13
122,9467,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,34721,ITALY,POTENZA,NA,NA,NA,40.63,15.8,NA,7,NA,7,NA,NA,NA,NA,14,500 LB GP (GP-M43/M64),NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,122,1943-09-13
123,9468,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2021,ITALY,AULETTA,NA,NA,NA,40.57,15.43,NA,7,NA,7,NA,1,NA,NA,14,500 LB GP (GP-M43/M64),NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,123,1943-09-13
124,9471,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2889,ITALY,BATTIPAGLIA,NA,NA,NA,40.62,14.97,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,124,1943-09-13
125,9472,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,NA,NA,40.9,14.78,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,125,1943-09-13
126,9473,1943-09-18,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2458,ITALY,BAIANO,NA,NA,NA,40.42,14.62,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,126,1943-09-13
127,9744,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,1154,ITALY,ANDRIA,NA,NA,NA,41.22,16.25,NA,31,NA,31,NA,1,NA,NA,62,500 LB GP (GP-M43/M64),NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,127,1943-09-13
128,9746,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,42864,ITALY,TEORA,NA,OIL REFINERIES,NA,40.85,15.25,NA,24,NA,24,NA,NA,NA,NA,48,500 LB GP (GP-M43/M64),NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,128,1943-09-13
129,9752,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,38066,ITALY,SAN ANDREA,NA,NA,NA,42.8,10.13,NA,NA,NA,35,NA,NA,NA,NA,35,500 LB GP (GP-M43/M64),NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,NA,NA,129,1943-09-13
130,9755,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,1154,ITALY,ANDRIA,NA,NA,NA,41.22,16.25,NA,12,NA,12,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,130,1943-09-13
131,9765,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,34721,ITALY,POTENZA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.63,15.8,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,131,1943-09-13
132,9766,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,7007,ITALY,CALABRITTO,NA,NA,NA,40.78,15.22,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,132,1943-09-13
133,9767,1943-09-19,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,42864,ITALY,TEORA,NA,NA,NA,40.85,15.25,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,133,1943-09-13
134,9777,1943-09-20,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,37808,ITALY,SALERNO,NA,NA,NA,40.67,14.73,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,134,1943-09-20
135,10036,1943-09-21,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,28787,ITALY,MONTELLA,NA,NA,NA,40.83,15.02,NA,15,NA,15,NA,NA,NA,NA,30,500 LB GP (GP-M43/M64),NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,135,1943-09-20
136,10320,1943-09-22,MTO,USA,12 AF,86 FBG,A36,NA,NA,SELE AIRFIELD,ITALY,40.497397,14.943019,31003,ITALY,NOCERA,NA,NA,NA,40.73,14.62,NA,27,NA,27,NA,1,NA,NA,54,500 LB GP (GP-M43/M64),NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,136,1943-09-20
137,10324,1943-09-22,MTO,USA,12 AF,86 FBG,A36,NA,NA,SELE AIRFIELD,ITALY,40.497397,14.943019,7171,ITALY,CAMERELLE,NA,ARMAMENT AND ORDNANCE PLANTS,NA,40.73,14.62,NA,20,NA,20,NA,NA,NA,NA,40,500 LB GP (GP-M43/M64),NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,137,1943-09-20
138,10334,1943-09-22,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,2161,ITALY,AVELLINO,NA,NA,NA,40.9,14.78,NA,0,NA,NA,NA,NA,NA,NA,0,500 LB GP (GP-M43/M64),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,138,1943-09-20
139,10617,1943-09-22,MTO,GREAT BRITAIN,RAF,462 SQDN,HALI,NA,NA,OUDNA,TUNISIA,36.649608,10.121936,NA,CRETE,CALATO,NA,NA,NA,36.47,28.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,698307,139,1943-09-20
140,10625,1943-09-23,MTO,USA,12 AF,27 FBG,A36,NA,NA,CAPACCIO,ITALY,40.421181,15.00565,39766,ITALY,SERINO,NA,NA,NA,40.12,15.83,NA,19,NA,19,NA,1,NA,NA,38,500 LB GP (GP-M43/M64),NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,140,1943-09-20
