,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Callsign,Mission Type,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target ID,TargetCountry,Target City,Target Type,Target Industry,Target Priority,Target Latitude,Target Longitude,Altitude (Hundreds of Feet),Airborne Aircraft,Attacking Aircraft,Bombing Aircraft,Aircraft Returned,Aircraft Failed,Aircraft Damaged,Aircraft Lost,High Explosives,High Explosives Type,High Explosives Weight (Pounds),High Explosives Weight (Tons),Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight (Pounds),Incendiary Devices Weight (Tons),Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight (Pounds),Fragmentation Devices Weight (Tons),Total Weight (Pounds),Total Weight (Tons),Time Over Target,Bomb Damage Assessment,Source ID,id,start_week
1074,119039,1942-04-17,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,SINBAUNGWE E/POS,ENEMY TROOP POSITION,NA,NA,19.7167,95.1667,NA,2,2,2,NA,NA,NA,NA,NA,250 LB GP (GP-M57),2000,1,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,NA,NA,NA,1074,1942-04-13
1075,119040,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,25,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,13:40:00,NA,402250,1075,1942-04-13
1076,119041,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,25,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,13:40:00,NA,402250,1076,1942-04-13
1077,119042,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,25,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,13:40:00,NA,402250,1077,1942-04-13
1078,119043,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NAVAL YARD,NA,1,35.466667,139.7,15,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402247,1078,1942-04-13
1079,119044,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.466667,139.7,15,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402247,1079,1942-04-13
1080,119045,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.466667,139.7,15,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402247,1080,1942-04-13
1081,119046,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7991542,NA,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402270,1081,1942-04-13
1082,119047,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7989707,NA,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402270,1082,1942-04-13
1083,119048,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7987691,NA,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402270,1083,1942-04-13
1084,119049,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.75,14,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402261,1084,1942-04-13
1085,119050,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.75,14,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402261,1085,1942-04-13
1086,119051,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.75,14,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402261,1086,1942-04-13
1087,119052,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.75,14,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402261,1087,1942-04-13
1088,119053,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7361194,12,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402283,1088,1942-04-13
1089,119054,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7203378,12,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402283,1089,1942-04-13
1090,119055,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.62423707,139.7361194,12,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402283,1090,1942-04-13
1091,119056,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,OIL REFINERY,NA,1,35.465408,139.622253,11,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402278,1091,1942-04-13
1092,119057,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.465408,139.622253,11,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402278,1092,1942-04-13
1093,119058,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.465408,139.622253,11,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402278,1093,1942-04-13
1094,119059,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,4,500 LB GP (GP-M43/M64),2000,1,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,1,NA,NA,402282,1094,1942-04-13
1095,119060,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.57873951,139.7212022,NA,1,1,1,NA,NA,NA,NA,3,500 LB GP (GP-M43/M64),1500,0.75,NA,NA,0,0,NA,NA,NA,0,NA,0.75,NA,NA,402303,1095,1942-04-13
1096,119061,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,"""FACTORY , WAREHOUSES""",NA,1,35.583333,139.746283,NA,1,1,1,NA,NA,NA,NA,3,500 LB GP (GP-M43/M64),1500,0.75,NA,NA,0,0,NA,NA,NA,0,NA,0.75,NA,NA,402292,1096,1942-04-13
1097,119062,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,3,500 LB GP (GP-M43/M64),1500,0.75,NA,NA,0,0,NA,NA,NA,0,NA,0.75,NA,NA,402298,1097,1942-04-13
1098,119063,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,1,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402244,1098,1942-04-13
1099,119064,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,0,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402298,1099,1942-04-13
1100,119065,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,NA,NA,1,34.67922,135.17822,0,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402268,1100,1942-04-13
1101,119066,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,NA,NA,1,34.67922,135.17822,0,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402268,1101,1942-04-13
1102,119067,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,NA,NA,1,34.67922,135.17822,0,1,1,1,NA,NA,NA,NA,NA,500 LB GP (GP-M43/M64),500,0.25,NA,NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,402268,1102,1942-04-13
1103,119069,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,500 LB INCENDIARY,2000,1,NA,NA,NA,0,NA,NA,NA,NA,402249,1103,1942-04-13
1104,119070,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,13:40:00,NA,402250,1104,1942-04-13
1105,119071,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.57873951,139.7212022,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402303,1105,1942-04-13
1106,119072,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.583333,139.75,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402244,1106,1942-04-13
1107,119073,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.466667,139.7,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402247,1107,1942-04-13
1108,119074,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.18150678,136.9045304,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402297,1108,1942-04-13
1109,119075,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.13177908,136.8445605,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402297,1109,1942-04-13
1110,119076,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.13177908,136.8445605,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402297,1110,1942-04-13
1111,119077,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,NA,NA,1,35.13177908,136.8445605,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402297,1111,1942-04-13
1112,119078,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72312836,139.7986718,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402270,1112,1942-04-13
1113,119079,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,FACTORY,NA,1,35.72296088,139.7312992,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,12:30:00,NA,402344,1113,1942-04-13
1114,119080,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,FACTORY,NA,1,35.72296088,139.7215794,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,12:30:00,NA,402344,1114,1942-04-13
1115,119081,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,FACTORY,NA,1,35.71655256,139.7455668,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,12:30:00,NA,402344,1115,1942-04-13
1116,119082,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,FACTORY,NA,1,35.71505573,139.7397898,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,12:30:00,NA,402344,1116,1942-04-13
1117,119083,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,NA,NA,1,35.72296088,139.7361194,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402283,1117,1942-04-13
1118,119084,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,YOKOHAMA,WAREHOUSE,NA,1,35.465408,139.622253,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402278,1118,1942-04-13
1119,119085,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,TOKYO,"""FACTORY , WAREHOUSES""",NA,1,35.583333,139.746283,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402292,1119,1942-04-13
1120,119086,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,ELECTRIC MACHINE WORKS,NA,1,34.6680866,135.16762,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402267,1120,1942-04-13
1121,119087,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,KAWASAKI AIRCRAFT FACTORY,NA,1,34.65956824,135.1581664,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402267,1121,1942-04-13
1122,119088,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,KAWASAKI DOCK YARDS,NA,1,34.68435815,135.1988814,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402267,1122,1942-04-13
1123,119089,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,WEST OF STEEL WORKS,NA,1,34.68446191,135.1994988,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402267,1123,1942-04-13
1124,119090,1942-04-18,PTO,USA,NA,DOOLITTLE RAIDER,B25,NA,1,USS HORNET,USA,35.71666667,153.4166667,NA,JAPAN,KOBE,NA,NA,1,34.67922,135.17822,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,500 LB INCENDIARY,500,NA,NA,NA,NA,0,NA,0.25,NA,NA,402268,1124,1942-04-13
1125,119092,1942-04-18,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,MAGWE AIRFIELD,AIRFIELD,NA,NA,20.16666667,94.91666667,NA,2,2,2,NA,NA,NA,NA,NA,250 LB GP (GP-M57),2000,1,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,NA,NA,NA,1125,1942-04-13
1126,119093,1942-04-18,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,HUDSON,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,ANDAMAN ISLANDS,PORT BLAIR FLYING BOATS,AIRFIELD,NA,NA,11.684045,92.735339,NA,2,2,2,NA,NA,NA,NA,NA,250 LB GP (GP-M57),2000,1,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,NA,NA,NA,1126,1942-04-13
1127,119098,1942-04-19,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,ALLANMYO E/POS,ENEMY TROOP POSITION,NA,NA,19.38,95.23,NA,5,5,5,NA,NA,NA,NA,NA,250 LB GP (GP-M57),5000,2.5,NA,NA,NA,NA,NA,NA,NA,NA,5000,2.5,NA,NA,NA,1127,1942-04-13
1128,119146,NA,MTO,USA,12 AF,27 FBG,A36,NA,NA,PONTEDERA AIRFIELD,ITALY,43.658,10.618247,28742,ITALY,MONTE TROCCHIO,NA,NA,NA,41.47,13.88,NA,4,NA,8,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1128,NA
1129,119208,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,48010,ITALY,ZAGAROLA,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.83,12.87,NA,8,NA,NA,NA,NA,NA,NA,16,500 LB GP (GP-M43/M64),NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1129,NA
1130,119222,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,14717,ITALY,FRASCATI,NA,NA,NA,41.07,12.67,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1130,NA
1131,119223,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,48010,ITALY,ZAGAROLA,NA,NA,NA,41.83,12.87,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1131,NA
1132,119224,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,90359,ITALY,41 40 N 012 40 E,NA,NA,NA,41.67,12.67,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1132,NA
1133,119225,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,43392,ITALY,TIVOLI,NA,NA,NA,41.97,12.8,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1133,NA
1134,119401,1942-04-20,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,BASSEIN AIRFIELD,AIRFIELD,NA,NA,16.8152,94.7799,NA,1,1,1,NA,NA,NA,NA,NA,250 LB GP (GP-M57),1000,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.5,NA,NA,NA,1134,1942-04-20
1135,119458,1942-04-24,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,LOILEIN/HOPONG E/POS,ENEMY TROOP POSITION,NA,NA,22.95,97.65,NA,4,4,4,NA,NA,NA,NA,NA,250 LB GP (GP-M57),4000,2,NA,NA,NA,NA,NA,NA,NA,NA,4000,2,NA,NA,NA,1135,1942-04-20
1136,119459,1942-04-24,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,LOIKAW/SANDOWAY/TAUNGUP E/POS,ENEMY TROOP POSITION,NA,NA,18.466667,94.366667,NA,4,4,4,NA,NA,NA,NA,NA,250 LB GP (GP-M57),4000,2,NA,NA,NA,NA,NA,NA,NA,NA,4000,2,NA,NA,NA,1136,1942-04-20
1137,119487,1942-04-25,CBI,GREAT BRITAIN,RAF,NO. 225 GROUP,BLEN,NA,NA,AKYAB,BURMA,20.132708,92.872628,NA,BURMA,KONGHAIPONG MT (KONGHAI-PING),ENEMY TROOP POSITION,NA,NA,21.8,97.583333,NA,2,2,2,NA,NA,NA,NA,NA,250 LB GP (GP-M57),2000,1,NA,NA,NA,NA,NA,NA,NA,NA,2000,1,NA,NA,NA,1137,1942-04-20
1138,119653,NA,MTO,USA,12 AF,27 FBG,A36,NA,NA,SANTA MARIA AIRFIELD,ITALY,40.838125,14.349381,38343,ITALY,SANTO STEFANO CAMAS,NA,NA,NA,38.02,14.35,NA,NA,NA,57,1,1,NA,NA,57,500 LB GP (GP-M43/M64),NA,14.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25,NA,NA,NA,1138,NA
1139,119661,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,43392,ITALY,TIVOLI,NA,NA,NA,41.97,12.8,NA,12,NA,NA,NA,NA,NA,NA,24,500 LB GP (GP-M43/M64),NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1139,NA
1140,119671,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,14717,ITALY,FRASCATI,NA,NA,NA,41.07,12.67,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1140,NA
1141,119672,NA,MTO,USA,12 AF,86 FBG,A36,NA,NA,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,43392,ITALY,TIVOLI,NA,ARMAMENT AND ORDNANCE PLANTS,NA,41.97,12.8,NA,4,NA,NA,NA,NA,NA,NA,8,500 LB GP (GP-M43/M64),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1141,NA
